TweetID,CreatedAt,Author,FollowerCount,FavoriteCount,RetweetCount,TweetText
8.48882E+17,4/3/17 12:55,The Piping Gourmets,3138,0,1,RT @CrueltyFreeNZ: Exciting NEW items now in NZ @MorningStrFarms Vegan Meal Starters and @PipingGourmets Dairy-Free Whoopie Pies https://t.â€_
8.48686E+17,4/3/17 0:00,The Piping Gourmets,3138,3,2,"Got a busy week? Check out these 18 One-Pot Gluten-Free Dinners for Busy EveningsÂ viaÂ @MaggieBlogs @BritandCo
Â https://t.co/oP871wH2pF"
8.48596E+17,4/2/17 18:00,The Piping Gourmets,3138,4,3,Some say three's a crowd. We say it's a party! _Ÿ“·Â IG user @foodmuenster https://t.co/a7AXK9ncOg
8.48551E+17,4/2/17 15:00,The Piping Gourmets,3138,2,2,Pledge to #LightItUpBlue #LIUB  for @autismspeaks and #WorldAutismDay https://t.co/oxQVyLifBd
8.4838E+17,4/2/17 3:42,The Piping Gourmets,3138,0,2,RT @PipingGourmets: We're definitely making some of these 30 Easy Vegan Meals for a Busy Week via @sweetsimplevegÂ https://t.co/nPLpjpSVdk
8.48249E+17,4/1/17 19:00,The Piping Gourmets,3138,1,1,"No April Fools fooling around here! We're 100% Certified Gluten Free, Dairy Free, Vegan and non-GMO. No joke. https://t.co/yJwf6BtFbr"
8.48203E+17,4/1/17 16:00,The Piping Gourmets,3138,2,1,"Be happier, more confident. Â This is what happens when you go vegan. via @sheenareyes_ @EliteDailyÂ https://t.co/GVxFyu1TWg"
8.47977E+17,4/1/17 1:00,The Piping Gourmets,3138,2,2,"""Endless amounts of energy"" @blink182's @travisbarker on why he's vegan. via @charlesthorpÂ @MensJournalÂ https://t.co/ZIZSX7iljb"
8.47959E+17,3/31/17 23:49,The Piping Gourmets,3138,0,1,Congrats Alison &amp; Michelle! Thanks for all you do to raise awareness with @seedfw throughout the year. #GoVegan!  https://t.co/XXaPvyD561
8.47916E+17,3/31/17 21:00,The Piping Gourmets,3138,3,1,"It's chocolate o'clock somewhere, right? _Ÿ“· IG user @foodmuenster https://t.co/N2iVOvmo2y"
8.47826E+17,3/31/17 15:00,The Piping Gourmets,3138,1,1,It's worth it. Better sleep quality and other benefits of a vegan diet via @thebabereport @EliteDailyÂ  Â https://t.co/ntRbTWV6IG
8.47524E+17,3/30/17 19:00,The Piping Gourmets,3138,2,1,This could be you.  _Ÿ“· IG user @ashleyyyyylara https://t.co/Rnij7WZJLQ
8.47479E+17,3/30/17 16:00,The Piping Gourmets,3138,0,1,Vegan? Vegetarian? On a budget?Â @melissaharrison has these 20 meatless protein-packed dinners for you via @BuzzFeedÂ https://t.co/dF6FDqZw3Y
8.47109E+17,3/29/17 15:31,The Piping Gourmets,3138,0,5,RT @AAAAI_org: Can't wait! https://t.co/avtzH5b6TW
8.47101E+17,3/29/17 15:00,The Piping Gourmets,3138,2,0,Congrats @GoVeggieFoods on your butterfly and @NonGMOProject Verification! #GoNonGMO via @Grocery_HQÂ https://t.co/pn9pAq56Yv
8.46799E+17,3/28/17 19:00,The Piping Gourmets,3138,0,0,Loss Of Energy Or Attention? Check out these 10 warning signs of gluten intolerance via @Curejoy https://t.co/BzPTUVThhq
8.46739E+17,3/28/17 15:00,The Piping Gourmets,3138,0,0,We're OBSESSED with these videos! Veggie. Burger. Overload. https://t.co/2HZhHYqX6i
8.46718E+17,3/28/17 13:38,The Piping Gourmets,3138,0,12,RT @PipingGourmets: How to eat a #glutenfree #vegan Whoopie Pie in three easy steps. Thaw. Devour. Repeat. https://t.co/7GU6DLFTgb
8.46603E+17,3/28/17 6:00,The Piping Gourmets,3138,13,2,"Get in on the action and see just how our vegan, gluten-free snack cakes are made onÂ @ScienceChannel's #HowItsMadeÂ https://t.co/yHSeXIxEwO"
8.46527E+17,3/28/17 1:00,The Piping Gourmets,3138,0,0,Music to our ears.Â 7 Vegan Songs to Add to Your Playlist. via @VegNewsÂ https://t.co/59vY0KyIGs
8.4652E+17,3/28/17 0:32,The Piping Gourmets,3138,0,2,RT @PipingGourmets: THIS is how you veggie burger! Watch the vegan goodness from @tasty and @BuzzFeedFood https://t.co/7LODQF5l0s
8.46481E+17,3/27/17 21:56,The Piping Gourmets,3138,0,5,RT @PipingGourmets: Mint Chocolate Madness. RT if your team made it in to the #MarchMadness #FinalFour _Ÿ“· IG user @3wholepeas https://t.co/3â€_
8.46437E+17,3/27/17 19:00,The Piping Gourmets,3138,0,0,Drooling over this meatless masterpiece fromÂ @veggie_tweets. Holy (no) Cow!Â https://t.co/JtybzRPXDa
8.46376E+17,3/27/17 15:00,The Piping Gourmets,3138,1,0,It's Monday. You need chocolate. _Ÿ“· IG user @plantly_daniela https://t.co/nXEhetjVAo
8.46159E+17,3/27/17 0:36,The Piping Gourmets,3138,4,5,Mint Chocolate Madness. RT if your team made it in to the #MarchMadness #FinalFour _Ÿ“· IG user @3wholepeas https://t.co/3EVANKyXGk
8.46135E+17,3/26/17 23:00,The Piping Gourmets,3138,0,0,"Congrats Rhyanh &amp; fellow-Floridian Khendall, @peta's Cutest #Vegan Kids of 2017! Check out all the adorable nominees https://t.co/jFgFn0GjmR"
8.46074E+17,3/26/17 19:00,The Piping Gourmets,3138,1,0,"Eat figs, Not pigs. Â Vegan recipes that are damn delicious! Read about Ashley and Ashlee viaÂ @FresnoBeeBobÂ https://t.co/GWhKdkPCtY"
8.46014E+17,3/26/17 15:00,The Piping Gourmets,3138,0,0,Your Sunday morning needs this ... and a napkin. _Ÿ“· IG user @gluten_free_mom https://t.co/4DKwtASzun
8.45787E+17,3/26/17 0:00,The Piping Gourmets,3138,0,1,Swipe right. _Ÿ“· IG user @new_age_ellen https://t.co/uin3xnq8Ea
8.45667E+17,3/25/17 16:00,The Piping Gourmets,3138,3,1,"Take us on the go, even in the snow! #vegan #glutenfree https://t.co/BTNWOPCJhe"
8.45449E+17,3/25/17 1:34,The Piping Gourmets,3138,0,36,"RT @NonGMOProject: We've launched the #NonGMOProject's very own #Instagram account! Follow us for #nonGMO recipes, #giveaways, and more httâ€_"
8.45004E+17,3/23/17 20:05,The Piping Gourmets,3138,0,0,Congrats to @krogerco and @MGMResortsIntl on being named  top bronze companies at the @WBENCLive #SummitSalute. #WomenOwnedBusiness
8.45003E+17,3/23/17 20:03,The Piping Gourmets,3138,0,0,Yes! We couldn't agree more. https://t.co/MMTUPptyw1
8.45002E+17,3/23/17 19:59,The Piping Gourmets,3138,2,0,Fabulous to meet you at the @WBENCLive #SummitSalute! LOVE your concept. â™»ï¸è https://t.co/NkbYwr4IWe
8.43881E+17,3/20/17 17:46,The Piping Gourmets,3138,1,9,Retweet if you're excited about the #FirstDayofSpring! https://t.co/Vnw4mcXEe5
8.42817E+17,3/17/17 19:18,The Piping Gourmets,3138,4,4,Irish you a Happy #StPatricksDay! https://t.co/hdN13poZCq
8.41645E+17,3/14/17 13:40,The Piping Gourmets,3138,11,9,Happy (WHOOPIE) Pi Day! #piday #vegan #glutenfree https://t.co/oplH5eFETP
8.4005E+17,3/10/17 4:00,The Piping Gourmets,3138,7,1,#TBT to that day at #ExpoWest when @TheVeganZombie and @veganfoodshare put Team #ChocolateMint over the top https://t.co/rSBlaxkhjf
8.39873E+17,3/9/17 16:17,The Piping Gourmets,3138,3,1,Thank you! We _Ÿ’œ_Ÿ’œ_Ÿ’œthe love. https://t.co/trlrdoJ6jD
8.38117E+17,3/4/17 20:00,The Piping Gourmets,3138,2,0,"Save time, shop smarter, eat better.  @Raleys has these nutritious ways to make meals at home https://t.co/F5rNp7sb2f"
8.36002E+17,2/26/17 23:56,The Piping Gourmets,3138,0,6,RT @PipingGourmets: Embrace your dark side. https://t.co/z6Lwl5iDHA
8.35927E+17,2/26/17 19:00,The Piping Gourmets,3138,3,1,"Thanks to @JewishVeg, as more Jews go vegan, so does Birthright via @LifeDeathDinner and @jdforward https://t.co/tkqKNvapSF #kosher #Vegan"
8.35595E+17,2/25/17 21:00,The Piping Gourmets,3138,1,0,Getting our steps in today. https://t.co/b2PguSgKC7
8.35188E+17,2/24/17 18:00,The Piping Gourmets,3138,1,0,Millions with food allergies now have the @NimaSensor to help detect gluten when dining out. via @polina_marinova https://t.co/Gv4WduVfLc
8.34931E+17,2/24/17 1:00,The Piping Gourmets,3138,1,0,.@bristolfarms wants you to make time for family dinner. We think that's a fantastic idea. Here's how https://t.co/epXI6fUz0V
8.3481E+17,2/23/17 17:00,The Piping Gourmets,3138,0,0,Veganize it! So @tasty and fun to watch .. and eat. OMG! https://t.co/2FOQaiwLpc
8.34493E+17,2/22/17 20:00,The Piping Gourmets,3138,2,1,No wheat. Sweet! https://t.co/ou9HxvxFXi
8.34448E+17,2/22/17 17:00,The Piping Gourmets,3138,2,2,THIS is how you veggie burger! Watch the vegan goodness from @tasty and @BuzzFeedFood https://t.co/7LODQF5l0s
8.34115E+17,2/21/17 19:00,The Piping Gourmets,3138,1,1,Family Owned &amp; Operated Since 1987 @MOMsOrganicMrkt highlights earth-friendly artists in its stores. How fabulous! https://t.co/Im0cfeXhuD
8.33753E+17,2/20/17 19:00,The Piping Gourmets,3138,1,1,"It's not just for ""hippies."" @DrOz shares what it means to be vegan and why he recommends a plant-based lifestyle https://t.co/5Ur2ZuqUWR"
8.33361E+17,2/19/17 17:00,The Piping Gourmets,3138,3,2,Mind. Blown. Check out these wildly realistic vegan egg creations from @ChefSkyeMichael via @PasteMagazine https://t.co/gt0YypIMi7
8.33074E+17,2/18/17 22:00,The Piping Gourmets,3138,1,2,"Chocolate, Vanilla, Mint, Raspberry? Pick up your favorite flavor at @raleys and sign up for #SomethingExtra. https://t.co/yZBCo1jT1N"
8.33008E+17,2/18/17 17:38,The Piping Gourmets,3138,0,1,How are you not making these this weekend? Mmmmm .... @tasty https://t.co/YqBkt8m317
8.32696E+17,2/17/17 21:00,The Piping Gourmets,3138,17,6,Embrace your dark side. https://t.co/z6Lwl5iDHA
8.32621E+17,2/17/17 16:00,The Piping Gourmets,3138,3,2,Well-Balanced Vegan Diets: Good for Pregnant Women and Children via @lisarya @TheCut https://t.co/1XWR7I5DJk
8.32394E+17,2/17/17 1:00,The Piping Gourmets,3138,2,1,"Dude Food reimagined! We love that more men are going animal-free via @ElisaLudwigYA for @PhillyInquirer
https://t.co/mYCEWH9QVK"
8.32258E+17,2/16/17 16:00,The Piping Gourmets,3138,1,1,Why the gluten free free movement is less of a fad than we thought via @caitlindewey @washingtonpost #celiac #pwag https://t.co/C3KvnOjpc4
8.31956E+17,2/15/17 20:00,The Piping Gourmets,3138,6,2,31 Days. 31 Reasons. This video series by @plantedinmiami will show you why Miamians went vegan via @hannahgetshappy https://t.co/BGTgP9eXlN
8.31896E+17,2/15/17 16:00,The Piping Gourmets,3138,9,13,Happy #SinglesAwarenessDay! Our single Whoopie Pies are looking for love in all the right places @wholefoodsnycâ€_ https://t.co/PECT2S3DFB
8.31629E+17,2/14/17 22:18,The Piping Gourmets,3138,0,113,RT @MunchMiami: #VALENTINESDAY #GIVEAWAY! Enter to win 1 of 15 boxes of #GlutenFree Whoopie Pies by following @MunchMiami &amp; @PipingGourmetsâ€_
8.31594E+17,2/14/17 20:00,The Piping Gourmets,3138,12,2,It's going to be a Vegan Valentine for @MegTucker1! You've won a box of our better-for-you snack cakes so please DMâ€_ https://t.co/96mdgvkdYC
8.31579E+17,2/14/17 19:00,The Piping Gourmets,3138,7,0,Be our Vegan Valentine @Michelle83237. You've won a box of our vegan Whoopie Pies! Please DM us your info and haveâ€_ https://t.co/9ctNR5iXxr
8.31564E+17,2/14/17 18:00,The Piping Gourmets,3138,5,1,Congrats @ggallagher71! _Ÿ˜ç We have a box of our vegan snack cakes for you. Please DM us your info and thank you forâ€_ https://t.co/I9SUEv6Omw
8.31549E+17,2/14/17 17:00,The Piping Gourmets,3138,5,1,We'd make the cutest couple @beeachy. Please DM us your info for a free box of our vegan Whoopie Pies. Happy Valentâ€_ https://t.co/tQp9jwDsW5
8.31533E+17,2/14/17 16:00,The Piping Gourmets,3138,7,3,"Roses of red OR @rosesofblue70 make for a Happy Valentine's Day. Congrats, Amy! You've won a box of our snack cakesâ€_ https://t.co/W02fKxG9aU"
8.31518E+17,2/14/17 15:00,The Piping Gourmets,3138,10,1,We have a crush on @owlsfan954 and you've won a box of our vegan Whoopie Pies. Please DM us your info and have a Haâ€_ https://t.co/tqPv3lFhUx
8.31503E+17,2/14/17 14:00,The Piping Gourmets,3138,14,5,Be our Valentine @justints21! _Ÿ˜ç  We have a box of our vegan Whoopie Pies for you. Please DM us your info and have aâ€_ https://t.co/0SWHSfFQ54
8.31323E+17,2/14/17 2:04,The Piping Gourmets,3138,0,295,RT @PipingGourmets: Be our Vegan âù_ï¸è Valentine and #win a box on us! Follow @PipingGourmets + RT to enter! #contest #giveaway #free #vegan hâ€_
8.31231E+17,2/13/17 20:00,The Piping Gourmets,3138,1,5,"More Americans are turning their backs on eating gluten via @uisceglas @StatistaCharts for @ForbesMagazine
https://t.co/Gy8jnKsQLX #PWAG"
8.31171E+17,2/13/17 16:00,The Piping Gourmets,3138,4,7,Eat your broccoli! 28 Sources of Vegetarian Protein That Will Keep You Feeling Full And Satisfied via @BuzzFeedFood https://t.co/4u85AbYCVs
8.30883E+17,2/12/17 20:53,The Piping Gourmets,3138,120,295,Be our Vegan âù_ï¸è Valentine and #win a box on us! Follow @PipingGourmets + RT to enter! #contest #giveaway #freeâ€_ https://t.co/U89QuqZFgD
8.30824E+17,2/12/17 17:00,The Piping Gourmets,3138,3,7,Help save our beautiful planet. How going VEGAN can help you fight global warming via @sophia_cancelmo @the_inertia https://t.co/qHARoM393s
8.30492E+17,2/11/17 19:00,The Piping Gourmets,3138,4,3,When you're just waiting around in Wynwood. #vegan #glutenfree #SoMiami https://t.co/fBrKuCGVgs
8.30459E+17,2/11/17 16:50,The Piping Gourmets,3138,71,237,We'd make such a cute couple! Who wants to be our Vegan âù_ï¸è Valentine? Follow @PipingGourmets + RT to #win!â€_ https://t.co/baASjlOHCu
8.30144E+17,2/10/17 20:00,The Piping Gourmets,3138,0,2,.@carrieunderwood On How She Stays ~Almost~ Vegan via @amymarturana @SELFmagazine https://t.co/JRdSZmotAi
8.30078E+17,2/10/17 15:35,The Piping Gourmets,3138,67,215,We'd make such a cute couple! Who wants to be our Vegan âù_ï¸è Valentine? Follow @PipingGourmets + RT to #win!â€_ https://t.co/Z5reW0qDNG
8.29755E+17,2/9/17 18:12,The Piping Gourmets,3138,83,284,We'd make such a cute couple! Who wants to be our Vegan âù_ï¸è Valentine? Follow @PipingGourmets + RT to #win!â€_ https://t.co/KN4bY0oqHt
8.29722E+17,2/9/17 16:00,The Piping Gourmets,3138,1,2,"With Trump As President, Itâ€™s More Important Than Ever To Go Vegan via @hannahgetshappy https://t.co/w3KkZZ0xET #vegan #climatechange"
8.29332E+17,2/8/17 14:13,The Piping Gourmets,3138,53,193,We'd make such a cute couple! Who wants to be our Vegan Valentine? âù_ï¸è Follow @PipingGourmets + RT to win!â€_ https://t.co/0OwYr0Wv1H
8.29149E+17,2/8/17 2:06,The Piping Gourmets,3138,44,141,We'd make such a cute couple âù_ï¸è!Be our Vegan Valentine. Follow @PipingGourmets + RT to win! #vegan #contestalertâ€_ https://t.co/QkxqtmXE1L
8.29017E+17,2/7/17 17:22,The Piping Gourmets,3138,93,295,We'd make such a cute couple âù_ï¸èBe our Vegan Valentine! Follow @PipingGourmets + RT to win! #vegan #contestalertâ€_ https://t.co/WXa0qmb4Gh
8.28997E+17,2/7/17 16:00,The Piping Gourmets,3138,3,1,This is how Alexa can help simplify your #vegan lifestyle with @amazonecho https://t.co/szL2vEnIvj
8.28825E+17,2/7/17 4:36,The Piping Gourmets,3138,0,333,RT @PipingGourmets: Be our Vegan Valentine! Follow @PipingGourmets + RT to win! Mention friends for extra entries. #vegan #contestalert #giâ€_
8.28695E+17,2/6/17 20:00,The Piping Gourmets,3138,2,1,"From breakfast to dessert, check out the Real-Life Diet of Vegan Racecar Driver @AndyLally via @dukelarby https://t.co/F5KMcOYDDB"
8.28634E+17,2/6/17 16:00,The Piping Gourmets,3138,134,333,Be our Vegan Valentine! Follow @PipingGourmets + RT to win! Mention friends for extra entries. #vegan #contestalertâ€_ https://t.co/By9whG95mi
8.28287E+17,2/5/17 17:00,The Piping Gourmets,3138,8,1,Score a touchdown w/ our #vegan snack cakes - the easiest #SB51 recipe for @patriots or @atlantafalcons fans! On saâ€_ https://t.co/lDZ1mwLOmL
8.28273E+17,2/5/17 16:02,The Piping Gourmets,3138,0,6,RT @PipingGourmets: Score a touchdown w/ our #vegan snack cakes - the easiest #SB51 recipe for @atlantafalcons or @patriots fans! On sale @â€_
8.27925E+17,2/4/17 17:00,The Piping Gourmets,3138,3,6,Score a touchdown w/ our #vegan snack cakes - the easiest #SB51 recipe for @atlantafalcons or @patriots fans! On saâ€_ https://t.co/tzmyowERaW
8.2766E+17,2/3/17 23:30,The Piping Gourmets,3138,1,3,Score a touchdown @WholeFoods South End with our #vegan snack cakes - the easiest #SB51 recipe for @Patriots fans!â€_ https://t.co/hFI2YnZFdk
8.27615E+17,2/3/17 20:30,The Piping Gourmets,3138,0,0,Score a touchdown @WholeFoods Cambridge with our #vegan snack cakes - the easiest #SB51 recipe for @Patriots fans!â€_ https://t.co/FA3VxBfA9x
8.27561E+17,2/3/17 16:54,The Piping Gourmets,3138,0,0,Score a touchdown @WholeFoodsATL with our #vegan snack cakes - the easiest #SB51 recipe for @AtlantaFalcons fans! Oâ€_ https://t.co/V1qvJBSv2t
8.27321E+17,2/3/17 1:02,The Piping Gourmets,3138,1,0,@janellsglutenfr thank you for adding The Piping Gourmets' gluten free and dairy whoopie pies! Wishing you great success and happy bellies!
8.26822E+17,2/1/17 16:00,The Piping Gourmets,3138,3,1,Yum! 6 Scrumptious #Vegan Snack Alternatives for #SuperBowl #SB51 Sunday via @inhabitatÂ https://t.co/hpws8xgV0t
8.2649E+17,1/31/17 18:00,The Piping Gourmets,3138,0,1,How to throw a #GlutenFree Game-Day @SuperBowl Party #SB51 https://t.co/Hjn8KFe15k
8.26098E+17,1/30/17 16:00,The Piping Gourmets,3138,3,2,25 #Vegan Recipes for #SuperBowl Sunday via @deenashanker. Just save room for your fave #vegan dessert!Â Â #SB51 https://t.co/iRlXcAarzW
8.25811E+17,1/29/17 21:00,The Piping Gourmets,3138,1,0,No #Superbowl party is complete without it. Beer lovers with gluten issues can now drink up!Â https://t.co/2uQUMoKXbQÂ #glutenfree #SB51
8.2472E+17,1/26/17 20:44,The Piping Gourmets,3138,2,0,Congrats on being named @thedailymeal's best grocery store in America @wholefoods! Proud to be on your shelves. https://t.co/Xom7nWKRh2
8.2369E+17,1/24/17 0:33,The Piping Gourmets,3138,0,1,RT @newaitress: Totally obsessed with @PipingGourmets rasberry chocolate Whoopie Pies. Absolutely worth extra time on the treadmill. #Veganâ€_
8.23334E+17,1/23/17 1:00,The Piping Gourmets,3138,6,2,We're definitely making some of these 30 Easy Vegan Meals for a Busy Week via @sweetsimplevegÂ https://t.co/nPLpjpSVdk
8.23199E+17,1/22/17 16:00,The Piping Gourmets,3138,6,6,"There's never an excuse to run out, even on a @Netflix kind of weekend. @Instacart will always stock you up! https://t.co/KEEslIOBRV"
8.22851E+17,1/21/17 17:00,The Piping Gourmets,3138,2,1,Gluten-Free? Dairy-Free? Vegan? Â Music to our ears! #glutenfree #dairyfree #vegan https://t.co/JSWhB25fx8
8.22851E+17,1/21/17 17:00,The Piping Gourmets,3138,7,8,Scrumptious #glutenfree #vegan snack cakes free from everything artificial. We're Baked Better For You. PIC vintageâ€_ https://t.co/Dtd7fiD64g
8.22428E+17,1/20/17 13:00,The Piping Gourmets,3138,5,2,Who can say no to #chocolate in the morning? Not us! #glutenfree #vegan https://t.co/9ozVecD3Ei
8.22262E+17,1/20/17 2:00,The Piping Gourmets,3138,0,0,Snack time @KerryWashington? Itâ€™s handled. #Scandal #glutenfree #gladiators https://t.co/r7bFDBVNFu
8.22111E+17,1/19/17 16:00,The Piping Gourmets,3138,3,14,"Vanilla lovers are compassionate, loyal and balanced. Â RT if you're one of them! #glutenfree #vegan #nonGMO https://t.co/n95pfJkzUx"
8.21779E+17,1/18/17 18:00,The Piping Gourmets,3138,2,1,"We love #vegan athletes. Whether surfing, climbing, running @espnW shares Maggie Crawford's glutenfree vegan stapleÂ https://t.co/Q4nKzPwOBL"
8.21387E+17,1/17/17 16:00,The Piping Gourmets,3138,3,2,"We completely understand @schodosh &amp; appreciate your piece inÂ @popsci. We'd love that prescription, tooÂ https://t.co/S6sk4OZkkjÂ #glutenfree"
8.21085E+17,1/16/17 20:00,The Piping Gourmets,3138,26,41,"Chocolate lovers are flirtatious, seductive and charming. RT if you're one of them! #glutenfree #vegan #chocolate https://t.co/ZJEYGhrsYJ"
8.21024E+17,1/16/17 16:00,The Piping Gourmets,3138,3,2,Severe gluten sensitivities exist outside the realm of celiac disease. Great piece by @caitlindewey https://t.co/IONRzcE4Yq
8.20707E+17,1/15/17 19:00,The Piping Gourmets,3138,0,2,Are you #glutenfree in the Garden State? Â We are! Check out the top gluten free spots at the Jersey ShoreÂ https://t.co/bNETaa8yoU
8.20409E+17,1/14/17 23:15,The Piping Gourmets,3138,1,1,Snuggle up with these #vegan comfort foods from @Care2HealthyÂ and satisfy your cravings in the best way https://t.co/JwVejNN5ip
8.20398E+17,1/14/17 22:30,The Piping Gourmets,3138,2,0,"Thank you, Shannon! We'd love to know your favorite flavor. https://t.co/1TFzltWd3k"
8.1962E+17,1/12/17 19:00,The Piping Gourmets,3138,1,0,This is how it's done! @sarah_m_nelson shares how to eat better for the environment on campus. via @HerCampus https://t.co/Zh8fIIr76J
8.19386E+17,1/12/17 3:32,The Piping Gourmets,3138,0,2,RT @So_Delicious: @LoriLeal1 @theblendergirl @PipingGourmets Oh my! What a deliciously perfect combination! #ThePerfectBlend
8.19386E+17,1/12/17 3:32,The Piping Gourmets,3138,0,1,RT @LoriLeal1: @theblendergirl behind the @So_Delicious cocowhip we have some @PipingGourmets whoopie pies. Also super delish!! #ThePerfectâ€_
8.19258E+17,1/11/17 19:00,The Piping Gourmets,3138,7,8,We're so cool. _Ÿ˜_. Find us in the freezer aisle of your local grocer. https://t.co/oTB5D5EdjK
